mc_trial,method,variant,precision,recall,f1,accuracy,tp,tn,fp,fn
17,depth.RPD,raw,0.9743589743589743,0.8444444444444444,0.9047619047619048,0.9733333333333334,38,254,1,7
17,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
17,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
18,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
18,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
18,depth.RT,raw,0.5833333333333334,0.9333333333333333,0.7179487179487181,0.89,42,225,30,3
18,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
18,depth.RPD,raw,0.7307692307692307,0.8444444444444444,0.7835051546391751,0.93,38,241,14,7
18,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
18,WICMAD,deriv,0.0,0.0,0.0,0.8433333333333334,0,253,2,45
19,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
19,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
19,depth.RT,raw,0.6666666666666666,0.9333333333333333,0.7777777777777778,0.92,42,234,21,3
19,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
19,depth.RPD,raw,0.9318181818181818,0.9111111111111111,0.9213483146067416,0.9766666666666667,41,252,3,4
19,WICMAD,raw,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
19,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
20,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
20,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
20,depth.RT,raw,0.5753424657534246,0.9333333333333333,0.7118644067796611,0.8866666666666667,42,224,31,3
20,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
20,depth.RPD,raw,0.6851851851851852,0.8222222222222222,0.7474747474747475,0.9166666666666666,37,238,17,8
20,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
20,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
21,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
21,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
21,depth.RT,raw,0.7916666666666666,0.8444444444444444,0.8172043010752689,0.9433333333333334,38,245,10,7
21,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
21,depth.RPD,raw,0.44680851063829785,0.9333333333333333,0.6043165467625898,0.8166666666666667,42,203,52,3
21,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
21,WICMAD,deriv,0.0,0.0,0.0,0.8466666666666667,0,254,1,45
22,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
22,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
22,depth.RT,raw,0.8076923076923077,0.9333333333333333,0.8659793814432989,0.9566666666666667,42,245,10,3
22,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
22,depth.RPD,raw,0.9512195121951219,0.8666666666666667,0.9069767441860465,0.9733333333333334,39,253,2,6
22,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
22,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
23,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
23,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
23,depth.RT,raw,0.6491228070175439,0.8222222222222222,0.7254901960784313,0.9066666666666666,37,235,20,8
23,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
23,depth.RPD,raw,0.825,0.7333333333333333,0.776470588235294,0.9366666666666666,33,248,7,12
23,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
23,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
24,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
24,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
24,depth.RT,raw,0.82,0.9111111111111111,0.8631578947368421,0.9566666666666667,41,246,9,4
24,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
24,depth.RPD,raw,0.7692307692307693,0.8888888888888888,0.8247422680412372,0.9433333333333334,40,243,12,5
24,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
24,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
25,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
25,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
25,depth.RT,raw,0.7058823529411765,0.8,0.7500000000000001,0.92,36,240,15,9
25,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
25,depth.RPD,raw,0.8695652173913043,0.8888888888888888,0.8791208791208792,0.9633333333333334,40,249,6,5
25,WICMAD,raw,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
25,WICMAD,deriv,0.9782608695652174,1.0,0.989010989010989,0.9966666666666667,45,254,1,0
26,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
26,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
26,depth.RT,raw,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9666666666666667,40,250,5,5
26,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
26,depth.RPD,raw,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.98,42,252,3,3
26,WICMAD,raw,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
26,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
27,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
27,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
27,depth.RT,raw,0.671875,0.9555555555555556,0.7889908256880733,0.9233333333333333,43,234,21,2
27,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
27,depth.RPD,raw,0.7142857142857143,0.8888888888888888,0.792079207920792,0.93,40,239,16,5
27,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
27,WICMAD,deriv,0.9183673469387755,1.0,0.9574468085106383,0.9866666666666667,45,251,4,0
28,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
28,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
28,depth.RT,raw,0.625,0.8888888888888888,0.7339449541284404,0.9033333333333333,40,231,24,5
28,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
28,depth.RPD,raw,0.5625,0.8,0.6605504587155964,0.8766666666666667,36,227,28,9
28,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
28,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
29,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
29,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
29,depth.RT,raw,0.8536585365853658,0.7777777777777778,0.8139534883720929,0.9466666666666667,35,249,6,10
29,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
29,depth.RPD,raw,0.9024390243902439,0.8222222222222222,0.8604651162790697,0.96,37,251,4,8
29,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
29,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
30,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
30,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
30,depth.RT,raw,0.6461538461538462,0.9333333333333333,0.7636363636363636,0.9133333333333333,42,232,23,3
30,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
30,depth.RPD,raw,0.8979591836734694,0.9777777777777777,0.9361702127659575,0.98,44,250,5,1
30,WICMAD,raw,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
30,WICMAD,deriv,0.9375,1.0,0.967741935483871,0.99,45,252,3,0
31,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
31,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
31,depth.RT,raw,0.6785714285714286,0.8444444444444444,0.7524752475247526,0.9166666666666666,38,237,18,7
31,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
31,depth.RPD,raw,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.96,39,249,6,6
31,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
31,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
32,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
32,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
32,depth.RT,raw,0.8913043478260869,0.9111111111111111,0.9010989010989011,0.97,41,250,5,4
32,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
32,depth.RPD,raw,0.75,0.8666666666666667,0.8041237113402062,0.9366666666666666,39,242,13,6
32,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
32,WICMAD,deriv,0.569620253164557,1.0,0.7258064516129034,0.8866666666666667,45,221,34,0
33,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
33,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
33,depth.RT,raw,0.6825396825396826,0.9555555555555556,0.7962962962962964,0.9266666666666666,43,235,20,2
33,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
33,depth.RPD,raw,0.8571428571428571,0.8,0.8275862068965518,0.95,36,249,6,9
33,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
33,WICMAD,deriv,0.0,0.0,0.0,0.8466666666666667,0,254,1,45
34,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
34,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
34,depth.RT,raw,0.7543859649122807,0.9555555555555556,0.8431372549019609,0.9466666666666667,43,241,14,2
34,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
34,depth.RPD,raw,0.8947368421052632,0.7555555555555555,0.8192771084337349,0.95,34,251,4,11
34,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
34,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
35,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
35,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
35,depth.RT,raw,0.5972222222222222,0.9555555555555556,0.7350427350427351,0.8966666666666666,43,226,29,2
35,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
35,depth.RPD,raw,0.6101694915254238,0.8,0.6923076923076924,0.8933333333333333,36,232,23,9
35,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
35,WICMAD,deriv,0.9782608695652174,1.0,0.989010989010989,0.9966666666666667,45,254,1,0
36,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
36,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
36,depth.RT,raw,0.7755102040816326,0.8444444444444444,0.8085106382978723,0.94,38,244,11,7
36,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
36,depth.RPD,raw,0.9761904761904762,0.9111111111111111,0.9425287356321839,0.9833333333333333,41,254,1,4
36,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
36,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
37,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
37,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
37,depth.RT,raw,0.7241379310344828,0.9333333333333333,0.8155339805825242,0.9366666666666666,42,239,16,3
37,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
37,depth.RPD,raw,0.875,0.9333333333333333,0.9032258064516129,0.97,42,249,6,3
37,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
37,WICMAD,deriv,0.0,0.0,0.0,0.8466666666666667,0,254,1,45
38,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
38,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
38,depth.RT,raw,0.8979591836734694,0.9777777777777777,0.9361702127659575,0.98,44,250,5,1
38,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
38,depth.RPD,raw,0.851063829787234,0.8888888888888888,0.8695652173913044,0.96,40,248,7,5
38,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
38,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
39,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
39,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
39,depth.RT,raw,0.78,0.8666666666666667,0.8210526315789474,0.9433333333333334,39,244,11,6
39,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
39,depth.RPD,raw,0.7551020408163265,0.8222222222222222,0.7872340425531914,0.9333333333333333,37,243,12,8
39,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
39,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
40,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
40,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
40,depth.RT,raw,0.7307692307692307,0.8444444444444444,0.7835051546391751,0.93,38,241,14,7
40,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
40,depth.RPD,raw,0.9545454545454546,0.9333333333333333,0.9438202247191012,0.9833333333333333,42,253,2,3
40,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
40,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
41,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
41,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
41,depth.RT,raw,0.9534883720930233,0.9111111111111111,0.9318181818181819,0.98,41,253,2,4
41,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
41,depth.RPD,raw,0.9130434782608695,0.9333333333333333,0.9230769230769231,0.9766666666666667,42,251,4,3
41,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
41,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
42,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
42,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
42,depth.RT,raw,0.8,0.8,0.8000000000000002,0.94,36,246,9,9
42,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
42,depth.RPD,raw,0.6724137931034483,0.8666666666666667,0.7572815533980582,0.9166666666666666,39,236,19,6
42,WICMAD,raw,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
42,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
43,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
43,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
43,depth.RT,raw,0.7166666666666667,0.9555555555555556,0.8190476190476191,0.9366666666666666,43,238,17,2
43,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
43,depth.RPD,raw,0.6530612244897959,0.7111111111111111,0.6808510638297872,0.9,32,238,17,13
43,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
43,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
44,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
44,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
44,depth.RT,raw,0.7083333333333334,0.7555555555555555,0.7311827956989247,0.9166666666666666,34,241,14,11
44,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
44,depth.RPD,raw,0.8125,0.8666666666666667,0.8387096774193549,0.95,39,246,9,6
44,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
44,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
45,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
45,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
45,depth.RT,raw,0.82,0.9111111111111111,0.8631578947368421,0.9566666666666667,41,246,9,4
45,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
45,depth.RPD,raw,0.7735849056603774,0.9111111111111111,0.8367346938775511,0.9466666666666667,41,243,12,4
45,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
45,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
46,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
46,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
46,depth.RT,raw,0.7735849056603774,0.9111111111111111,0.8367346938775511,0.9466666666666667,41,243,12,4
46,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
46,depth.RPD,raw,0.8823529411764706,1.0,0.9375,0.98,45,249,6,0
46,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
46,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
47,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
47,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
47,depth.RT,raw,0.76,0.8444444444444444,0.8,0.9366666666666666,38,243,12,7
47,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
47,depth.RPD,raw,0.47674418604651164,0.9111111111111111,0.6259541984732825,0.8366666666666667,41,210,45,4
47,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
47,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
48,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
48,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
48,depth.RT,raw,0.7627118644067796,1.0,0.8653846153846153,0.9533333333333334,45,241,14,0
48,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
48,depth.RPD,raw,0.8367346938775511,0.9111111111111111,0.8723404255319148,0.96,41,247,8,4
48,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
48,WICMAD,deriv,0.0,0.0,0.0,0.8466666666666667,0,254,1,45
49,depth.FM,raw,1.0,1.0,1.0,1.0,45,255,0,0
49,depth.mode,raw,1.0,1.0,1.0,1.0,45,255,0,0
49,depth.RT,raw,0.7083333333333334,0.7555555555555555,0.7311827956989247,0.9166666666666666,34,241,14,11
49,depth.RP,raw,1.0,1.0,1.0,1.0,45,255,0,0
